ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms
5693,C,Ship,5,1,136,3,low,M,10,5308
1373,C,Flight,4,5,150,2,low,F,30,1782
9663,A,Ship,6,4,292,4,medium,F,1,1372
2918,F,Ship,4,4,176,3,medium,M,53,1472
960,F,Flight,5,2,217,3,high,M,21,2600
6506,F,Ship,5,1,254,5,medium,M,10,1020
4265,C,Ship,5,4,178,6,medium,M,10,5197
9906,F,Ship,5,1,137,5,low,M,4,4586
10008,F,Flight,4,3,183,3,low,F,6,5712
9323,C,Flight,5,2,159,3,low,M,5,4930
8509,D,Flight,3,3,264,3,low,F,6,5482
2202,F,Flight,3,4,144,2,low,F,33,1811
1939,D,Ship,3,2,220,3,low,M,22,2818
8371,D,Flight,3,3,163,3,medium,M,5,5362
1201,D,Ship,4,2,238,3,low,F,28,1915
1517,C,Flight,3,5,182,3,medium,M,34,3595
5662,B,Ship,5,5,245,5,medium,F,4,4627
1824,F,Ship,3,5,228,4,medium,M,57,2243
1335,A,Ship,3,1,198,4,medium,F,44,2848
2326,B,Flight,4,4,141,2,low,F,30,1130
2784,F,Ship,3,2,98,3,medium,F,60,1057
4603,D,Ship,3,3,233,3,low,F,5,4976
10651,D,Ship,4,4,239,3,medium,F,7,5297
8516,F,Ship,3,5,193,2,low,F,10,5776
8606,F,Road,6,5,246,4,medium,M,2,1581
779,C,Ship,2,4,177,3,medium,M,48,1113
3585,A,Ship,5,5,244,2,low,M,10,5794
7090,B,Ship,3,3,203,3,medium,F,8,5929
3559,D,Flight,4,4,210,2,high,M,6,4076
9251,C,Ship,4,2,198,3,medium,M,10,5487
8743,D,Road,5,4,189,2,low,F,4,5575
6069,A,Ship,4,1,224,4,medium,F,5,4887
6169,D,Flight,5,2,197,4,high,M,4,4339
9440,F,Road,5,4,244,5,medium,F,1,1320
1349,C,Road,4,5,253,2,medium,F,43,2589
7378,B,Road,3,5,166,2,medium,M,6,4523
368,F,Ship,3,3,135,3,low,M,8,1074
9169,D,Road,4,3,260,5,low,F,8,1756
9452,F,Flight,5,3,228,5,high,M,9,1924
8326,B,Ship,6,4,278,4,low,M,3,1141
1363,D,Road,4,5,233,3,medium,F,43,3856
6535,D,Ship,4,5,242,2,low,M,4,5341
5100,F,Ship,3,5,275,3,low,M,6,5148
7392,F,Road,5,2,224,2,medium,F,10,5674
9126,F,Ship,2,4,204,10,low,F,4,4679
1056,F,Ship,3,3,152,3,medium,M,5,1385
10353,A,Ship,3,2,214,2,medium,F,9,4512
2685,A,Ship,3,1,185,4,low,F,35,3648
690,F,Flight,3,5,138,3,low,F,37,1266
5928,F,Ship,5,2,184,3,medium,F,8,4581
642,F,Ship,3,2,148,3,medium,F,64,1280
6123,A,Ship,5,4,275,2,medium,M,10,5395
2322,F,Road,5,5,192,3,medium,F,37,2197
9589,D,Flight,2,1,181,4,low,F,2,4747
262,B,Road,2,3,151,3,low,F,23,1930
9122,F,Ship,5,3,210,7,medium,F,4,4362
1396,B,Ship,4,2,158,4,low,F,45,1758
7127,C,Flight,3,1,239,3,low,M,2,4425
2616,F,Flight,3,5,102,6,medium,M,3,1341
7172,F,Ship,6,4,250,4,low,M,3,1490
8070,F,Road,4,4,214,3,medium,F,1,4717
3727,D,Ship,3,5,241,3,low,M,2,4976
5606,F,Road,4,4,179,3,medium,M,5,4061
4435,D,Ship,3,3,171,4,low,M,8,4502
8837,C,Ship,6,4,258,4,low,M,9,1104
4220,F,Ship,5,4,264,3,medium,M,2,5716
255,A,Road,2,2,152,3,low,F,61,1800
9632,F,Ship,6,4,292,4,medium,M,8,1779
9513,A,Ship,4,5,102,5,low,F,3,5767
6432,F,Road,3,1,201,6,medium,M,10,5077
1503,A,Flight,3,4,135,3,low,M,11,1740
10127,C,Road,6,4,286,4,medium,F,5,4262
1327,D,Ship,3,1,255,5,low,F,1,2713
8068,B,Road,3,1,225,2,low,F,2,4438
6639,A,Ship,3,2,199,2,medium,M,10,4659
4397,C,Flight,3,1,223,3,medium,F,4,4495
6728,F,Flight,2,3,226,2,medium,M,2,4566
8638,B,Flight,5,1,266,5,medium,F,2,1798
6005,C,Road,6,1,255,4,low,M,5,1253
4539,A,Ship,3,1,219,8,low,M,2,5334
8904,F,Flight,6,5,308,4,low,F,7,1078
8623,D,Road,4,2,261,5,medium,M,5,1073
11,C,Flight,3,4,189,2,medium,M,12,2888
4320,F,Ship,3,5,133,3,medium,F,4,5902
241,D,Ship,4,5,270,4,low,M,65,1818
1677,A,Ship,3,4,240,2,medium,F,2,3729
982,B,Ship,3,5,243,3,medium,M,4,3189
1854,F,Ship,3,3,190,7,medium,F,7,2400
54,F,Ship,2,1,170,3,low,M,41,1128
9517,D,Ship,4,4,169,4,medium,F,8,5493
10147,D,Flight,6,3,289,5,medium,F,1,1949
1309,D,Ship,5,4,141,3,medium,M,64,1677
530,F,Road,6,1,243,4,high,F,22,3537
1519,D,Flight,3,5,157,4,medium,M,26,1969
2413,D,Ship,3,2,254,2,medium,F,2,3239
2761,D,Ship,5,3,264,10,medium,F,34,3441
3613,D,Ship,4,1,248,2,medium,M,4,5783
3359,C,Ship,3,4,205,8,medium,M,1,4977
10589,C,Ship,4,1,193,3,low,F,3,5919
4275,A,Ship,3,2,204,2,high,M,7,5961
413,C,Flight,4,3,142,4,medium,M,12,1396
6332,F,Ship,3,4,239,4,medium,F,8,4537
2832,F,Ship,4,2,167,3,low,M,21,1637
2773,D,Ship,2,3,159,3,medium,F,39,1477
272,F,Flight,5,1,182,2,medium,F,23,2707
4246,B,Flight,3,1,191,3,low,M,1,4705
2281,D,Ship,4,4,223,10,low,M,24,3271
4146,F,Ship,2,5,123,4,medium,M,8,4042
2155,D,Ship,3,3,211,4,high,F,22,2942
1411,D,Ship,3,4,110,3,low,F,55,1281
4361,C,Road,4,5,142,2,low,M,2,5150
9109,D,Ship,4,5,184,2,medium,F,2,4429
5161,D,Ship,4,2,157,4,low,F,6,4964
8221,D,Flight,4,4,268,3,medium,M,10,4531
10359,A,Ship,4,1,265,3,low,F,4,4249
7478,F,Ship,5,2,262,5,low,M,4,1509
10050,F,Ship,4,2,239,4,medium,M,8,4039
5017,D,Ship,2,3,198,2,medium,F,6,1730
1448,F,Ship,4,4,154,3,low,M,52,1367
9759,A,Ship,4,2,202,3,medium,M,7,5821
365,C,Ship,6,2,146,3,low,F,62,1936
8560,B,Ship,5,1,236,5,medium,F,3,1699
3182,F,Ship,3,5,149,3,low,F,9,5412
1408,B,Ship,4,4,185,3,low,M,13,2080
10388,F,Road,5,1,217,2,low,F,9,4345
5416,B,Ship,4,5,157,3,medium,F,2,4343
945,A,Road,4,5,274,10,medium,F,5,3910
10468,B,Ship,5,1,262,5,medium,M,4,1196
8520,F,Ship,2,1,238,2,low,F,4,4992
9232,B,Ship,4,3,235,3,medium,F,4,4739
4349,C,Ship,3,2,139,5,low,M,8,4595
8865,A,Ship,5,1,254,6,low,M,1,1021
8745,A,Road,3,1,228,2,low,F,7,4977
5129,C,Ship,3,3,271,4,high,M,3,4006
7816,B,Flight,3,2,261,2,medium,M,10,4035
7551,A,Flight,3,3,217,2,high,F,9,5554
5500,B,Ship,6,4,256,4,low,F,9,1676
10780,B,Ship,5,2,269,5,medium,F,9,1165
6299,C,Flight,6,5,253,4,medium,M,1,1977
1764,F,Road,3,5,286,3,medium,F,12,3817
5897,C,Flight,4,2,252,3,low,F,1,4176
10282,B,Flight,3,2,152,3,medium,F,7,4244
630,F,Ship,4,5,245,2,low,F,19,2616
8741,C,Ship,3,5,168,3,low,M,8,5877
685,D,Flight,5,5,236,3,high,M,34,3455
6635,C,Ship,4,4,203,2,low,F,4,4793
890,F,Ship,5,3,198,4,high,M,65,3407
6100,B,Ship,3,4,215,3,high,F,5,4670
802,B,Road,3,4,261,2,medium,F,1,3398
838,B,Flight,5,2,278,2,low,F,17,2493
5943,A,Ship,4,5,252,3,medium,F,4,5017
6954,F,Ship,3,1,207,2,low,F,7,5596
4690,B,Ship,3,3,157,3,medium,M,10,4877
8500,B,Flight,4,5,234,3,medium,F,10,4204
5797,D,Ship,4,3,207,5,high,F,6,4145
1987,D,Ship,5,4,138,2,medium,M,38,1803
9327,A,Flight,4,5,196,5,low,F,2,5840
6867,A,Flight,7,1,302,4,low,M,4,1647
5051,C,Road,4,3,192,3,low,F,10,4068
1642,B,Flight,5,4,258,2,medium,F,24,2878
9954,F,Ship,4,4,243,5,medium,M,2,1842
8031,A,Ship,5,5,238,6,low,F,3,1965
7214,F,Ship,7,4,247,4,low,F,9,1228
8092,B,Flight,3,4,184,3,low,F,2,4875
4339,D,Ship,4,4,233,4,low,M,3,5849
5375,C,Ship,3,1,219,2,medium,F,10,4390
5373,A,Ship,3,1,183,2,medium,F,3,4042
2242,B,Ship,4,1,151,2,low,M,42,1367
10397,C,Road,3,4,232,5,medium,M,7,5653
3636,F,Ship,5,5,152,6,medium,M,2,4915
656,F,Ship,2,3,264,2,low,F,63,2896
7842,F,Ship,2,2,201,3,high,M,2,4865
2658,F,Ship,3,4,272,3,low,M,44,2548
4565,C,Ship,6,3,310,4,low,F,2,1817
6256,B,Ship,6,5,295,4,medium,M,5,1963
8875,D,Ship,5,1,252,5,low,M,4,1308
1346,F,Road,3,5,264,2,medium,F,1,3947
5530,B,Ship,5,3,237,5,medium,F,4,1733
2839,D,Ship,4,5,232,2,low,M,54,2526
2023,D,Ship,4,4,264,2,medium,F,12,2203
715,D,Ship,4,3,143,2,medium,F,64,1910
4701,A,Ship,3,1,201,3,low,F,3,4556
3623,C,Ship,3,2,146,3,high,F,4,5846
10113,A,Road,3,3,137,3,high,M,7,5794
6622,B,Ship,4,5,234,3,low,F,4,5100
2075,C,Ship,3,4,175,2,low,F,2,1072
6292,B,Road,5,5,265,5,medium,F,8,1867
4545,A,Ship,6,4,265,4,low,F,9,1511
9571,D,Road,4,4,146,2,medium,F,5,4356
8409,A,Ship,4,1,269,5,medium,M,3,4534
8706,F,Ship,3,1,204,3,medium,M,4,4619
3984,F,Flight,4,4,263,2,medium,M,2,5797
1168,B,Ship,4,1,227,2,high,M,60,3080
2468,F,Flight,5,1,170,3,medium,F,48,1299
6802,B,Ship,3,1,180,7,medium,M,10,5536
8439,A,Ship,6,5,246,5,high,F,3,4660
10654,B,Ship,2,2,157,3,medium,F,9,4547
4012,B,Ship,2,4,238,3,medium,M,4,5782
1856,F,Ship,5,5,247,10,medium,F,61,2206
8060,F,Road,5,2,191,4,low,F,3,5578
7472,F,Ship,7,2,282,5,low,M,6,1744
152,F,Flight,5,3,98,5,medium,M,44,1269
5675,C,Ship,3,5,141,3,medium,M,10,5775
3266,F,Road,4,2,227,3,low,M,2,4318
5185,D,Road,3,2,111,2,low,F,4,4245
8044,B,Ship,6,1,138,3,low,M,6,1604
2841,A,Ship,4,4,149,2,medium,F,19,1665
10788,F,Ship,4,2,169,3,medium,F,7,1897
6603,A,Ship,5,5,246,5,medium,M,6,1053
9316,B,Flight,5,4,260,4,low,M,4,5911
8139,A,Ship,3,4,263,3,medium,F,2,5741
7219,D,Ship,5,5,262,5,low,M,9,1400
10774,B,Ship,5,4,223,5,low,F,2,1713
6948,F,Ship,4,1,196,4,low,F,3,5496
9579,A,Road,3,1,236,3,medium,F,8,5341
2689,D,Ship,2,2,137,3,low,F,20,1823
5482,B,Flight,3,5,162,3,medium,M,1,4480
4658,F,Flight,4,1,273,2,high,F,10,5832
3452,F,Ship,3,2,213,3,medium,M,10,5993
7783,D,Road,3,3,196,3,low,M,9,4431
10657,D,Ship,2,5,277,3,medium,M,6,1032
2422,B,Ship,3,3,188,5,low,M,25,3992
8821,D,Ship,7,2,307,4,low,M,8,1551
3102,F,Ship,3,2,225,3,low,F,59,3488
2890,B,Flight,4,3,149,3,medium,M,17,1990
5623,D,Flight,4,3,266,6,medium,F,5,5209
10508,F,Ship,3,1,187,2,low,M,6,5448
1182,F,Ship,5,1,174,6,medium,M,44,1635
812,F,Road,4,1,182,3,medium,M,28,2005
4830,F,Ship,3,2,184,3,medium,F,8,4994
7998,F,Ship,6,1,306,4,low,F,4,1449
6278,F,Road,7,5,296,4,low,M,8,1686
6115,D,Ship,3,2,204,3,low,F,8,4586
5228,F,Ship,5,1,187,4,medium,F,8,5164
4198,B,Ship,4,4,266,3,medium,F,5,4641
664,B,Road,3,2,178,2,medium,F,22,1247
4833,A,Ship,4,5,140,3,medium,F,8,4956
6496,B,Ship,7,4,296,4,low,F,8,1717
2046,F,Road,3,3,273,4,low,M,12,2151
7716,F,Ship,5,5,262,5,low,M,6,1887
8733,A,Ship,6,4,268,4,medium,M,5,4126
820,B,Flight,4,5,154,2,low,F,49,1532
7456,B,Ship,5,3,257,5,low,F,8,1409
3448,B,Ship,4,2,161,3,low,F,4,5947
10338,F,Ship,4,3,197,3,medium,F,6,5395
1,D,Flight,4,2,177,3,low,F,44,1233
7739,C,Ship,6,1,244,4,low,F,7,1007
5046,F,Road,4,1,145,2,low,F,2,5209
3552,F,Road,6,1,163,4,high,M,3,4031
1661,C,Flight,4,4,140,3,medium,F,4,1467
8714,F,Ship,4,3,164,4,medium,M,1,4257
3353,C,Ship,4,3,244,2,low,M,10,4486
7526,F,Road,4,3,174,3,low,F,3,4846
33,A,Ship,3,1,223,3,low,F,22,3795
4839,A,Ship,2,2,251,6,medium,F,1,4165
9874,B,Flight,3,5,202,4,medium,F,7,4458
8790,F,Ship,4,3,175,3,low,F,9,4840
345,A,Ship,5,3,197,4,low,F,2,2222
9181,D,Flight,7,3,302,4,medium,F,7,1915
8285,C,Ship,6,5,229,8,medium,F,2,4271
4067,C,Ship,3,5,150,2,medium,M,10,5944
5243,C,Ship,5,5,230,10,high,F,3,5391
2830,B,Ship,3,4,172,3,low,M,56,1103
9115,D,Ship,3,1,249,2,medium,F,1,5190
1211,C,Road,5,5,128,5,low,M,34,1008
2445,A,Road,3,5,139,2,medium,M,64,1857
4402,B,Ship,4,3,218,2,low,F,7,4423
29,C,Ship,2,3,234,4,low,M,44,3134
1720,B,Ship,3,2,243,3,medium,M,31,3943
3376,B,Ship,4,2,268,3,low,F,3,5488
977,C,Ship,3,2,165,2,low,F,24,1966
239,C,Ship,2,3,140,3,low,F,23,1372
939,A,Road,5,3,236,3,medium,M,7,3589
4208,F,Ship,3,5,167,2,low,F,2,4141
8323,D,Ship,7,5,269,4,medium,F,9,1835
5050,B,Road,4,1,259,3,medium,M,5,4435
8412,F,Ship,3,2,168,3,medium,M,10,4979
845,C,Ship,4,2,139,5,low,F,52,1977
1804,B,Ship,3,4,151,3,low,M,16,1020
4026,F,Ship,3,3,240,3,low,F,4,5056
7843,D,Ship,4,3,227,3,medium,M,10,5782
4712,F,Ship,4,2,239,3,medium,F,5,5978
1030,B,Ship,3,1,229,2,medium,F,12,3111
2018,F,Ship,3,1,231,2,low,F,12,2123
4703,C,Ship,4,3,167,3,medium,M,5,5791
7416,F,Ship,5,4,271,4,low,F,5,1184
7322,F,Ship,6,2,226,4,high,F,7,5600
10590,F,Ship,3,2,167,2,low,M,3,4722
4122,F,Flight,5,3,255,3,medium,F,8,5983
1005,A,Ship,3,2,146,6,medium,F,62,1162
3602,F,Ship,3,2,143,4,medium,F,7,4486
3111,A,Ship,4,4,146,4,low,M,12,1899
1252,B,Ship,3,1,254,3,medium,M,6,3496
2749,D,Flight,4,4,178,3,low,F,1,1165
7970,F,Ship,3,2,188,6,medium,F,1,4856
167,C,Ship,5,2,141,3,high,F,34,1020
2247,A,Ship,3,2,177,2,medium,F,23,1929
5308,B,Ship,3,5,133,3,medium,M,7,4314
5184,F,Road,2,2,150,3,low,F,6,5854
5574,F,Ship,5,1,120,3,low,M,7,4381
8040,F,Ship,4,1,245,5,low,F,3,1537
8567,C,Ship,4,5,183,4,low,M,3,5881
10170,F,Ship,5,5,151,3,medium,M,2,5506
4242,F,Road,4,2,212,3,low,F,3,4555
4648,B,Road,3,2,271,2,medium,M,6,5280
8877,A,Ship,6,3,281,4,medium,F,8,1884
4404,F,Ship,5,3,187,3,low,F,3,4343
2466,F,Flight,4,2,182,3,medium,M,14,3413
9525,A,Ship,3,5,258,3,low,F,5,4494
3709,D,Flight,4,1,140,4,low,M,6,5067
2078,F,Ship,5,2,195,6,low,M,35,1852
2131,D,Ship,4,2,271,3,medium,M,50,3448
357,A,Ship,3,4,198,2,low,M,25,2774
7257,A,Flight,5,4,154,2,medium,M,10,5670
3336,F,Ship,3,4,179,2,low,F,2,4931
10624,B,Ship,5,5,161,3,high,F,7,5338
3800,F,Ship,4,3,247,2,medium,F,3,4862
6195,A,Ship,5,2,173,4,high,F,9,4307
5365,D,Ship,4,1,200,2,low,M,5,5072
8443,D,Ship,3,5,252,2,high,M,4,4098
8277,A,Ship,4,2,245,3,low,F,5,5226
6090,F,Ship,4,1,132,6,high,M,8,4902
5476,B,Flight,4,2,192,3,medium,F,3,4922
963,A,Flight,3,2,180,4,medium,M,52,1329
2345,C,Flight,4,3,210,3,low,F,46,2344
9601,D,Flight,4,4,132,3,medium,F,5,4613
596,F,Ship,3,1,185,3,low,M,61,3280
9046,B,Flight,4,2,199,3,low,M,4,4070
3669,A,Ship,2,1,139,2,medium,F,2,4520
1798,B,Flight,5,4,229,2,medium,M,9,3667
8802,F,Ship,5,2,164,3,medium,F,6,4302
4744,B,Ship,3,1,211,3,high,F,7,5178
7882,B,Ship,4,4,152,3,low,M,8,4430
2156,F,Ship,4,3,212,4,low,M,28,2422
1050,F,Ship,6,5,237,5,high,F,63,2573
944,F,Road,4,2,186,10,low,M,45,3722
3714,F,Flight,3,1,192,2,low,M,6,4056
10841,C,Ship,3,1,139,2,medium,M,2,4534
9556,B,Ship,3,3,229,3,medium,F,8,4549
452,F,Ship,2,3,189,4,low,M,34,3355
9490,B,Ship,3,4,266,3,medium,M,9,5908
3670,B,Ship,3,3,198,2,low,M,8,4620
4959,A,Ship,5,4,250,6,low,F,1,4343
514,B,Ship,5,3,250,5,low,M,12,2722
3446,F,Ship,3,1,252,2,low,M,4,5559
5095,D,Ship,4,3,133,2,low,M,9,4145
7347,A,Ship,3,2,206,2,low,F,7,4185
10202,F,Ship,6,4,271,4,low,F,6,1503
5642,F,Ship,4,1,209,4,medium,F,1,5057
4759,D,Ship,7,2,291,4,low,F,8,1275
5904,F,Flight,2,4,221,5,medium,M,4,4034
2867,C,Road,3,3,274,2,medium,F,59,3436
2098,B,Ship,5,4,214,3,low,M,52,3403
6641,C,Ship,4,1,156,2,low,M,8,5488
2817,A,Ship,4,2,262,2,low,F,37,3523
10550,F,Flight,6,2,205,5,high,M,6,4756
6159,A,Road,4,5,182,3,medium,F,2,4473
3404,F,Road,3,1,119,2,low,F,10,4146
5972,F,Ship,6,3,202,4,medium,F,6,4249
1219,D,Road,4,4,184,4,medium,M,8,2306
2638,B,Ship,3,1,254,4,low,F,33,2542
5802,F,Ship,6,5,176,3,low,F,10,5307
8718,F,Ship,5,1,193,6,medium,F,4,5964
3741,A,Ship,5,2,241,3,low,F,10,4244
10455,A,Ship,5,5,259,6,low,M,5,1382
6841,D,Road,4,5,142,2,low,M,2,4472
39,A,Ship,5,1,215,4,low,F,56,3905
5779,D,Ship,4,2,243,5,medium,F,8,1922
3891,A,Ship,3,1,204,3,medium,M,4,5900
7800,F,Road,3,5,234,2,medium,F,1,4455
9472,B,Ship,5,3,194,3,low,M,7,5545
5481,A,Flight,3,1,222,3,medium,F,8,4650
9716,F,Road,4,5,248,3,low,F,2,5310
3198,F,Ship,4,5,296,2,medium,M,1,1678
2006,F,Ship,4,2,244,2,medium,M,15,2857
5393,C,Ship,2,3,257,2,low,F,1,5331
4644,F,Road,3,2,236,3,medium,M,8,5783
7016,F,Ship,4,1,249,3,low,M,4,5253
10575,A,Ship,3,2,144,4,medium,M,8,4867
5686,B,Ship,4,3,235,6,medium,M,2,4689
510,F,Ship,5,2,235,3,low,M,14,2984
3919,D,Ship,5,1,170,4,low,F,4,4855
2541,A,Ship,3,3,140,2,medium,F,30,1547
3000,F,Road,5,2,168,2,medium,M,20,1539
2872,B,Road,3,5,194,4,medium,F,21,2695
1706,F,Ship,3,2,262,3,low,M,54,3150
9322,B,Flight,3,2,189,3,medium,F,2,4152
3763,D,Ship,6,4,237,5,medium,F,2,5437
528,F,Road,4,5,235,3,medium,F,22,2015
10803,A,Road,4,5,229,5,low,F,3,1954
4665,A,Flight,3,3,178,4,high,M,3,4154
1852,B,Ship,3,1,169,10,medium,F,15,1107
9396,F,Ship,6,3,255,4,low,M,6,1654
9292,B,Road,6,1,237,5,medium,M,3,5299
3210,F,Ship,5,2,173,2,low,M,7,5836
2440,B,Road,2,1,115,3,high,M,42,1247
1779,A,Flight,3,3,206,2,medium,M,62,3558
7706,F,Ship,6,4,284,4,low,F,9,1845
56,F,Ship,2,5,246,5,low,M,46,2437
8288,F,Ship,6,4,217,4,medium,F,4,4247
8586,F,Ship,6,4,222,8,low,F,1,5808
5239,D,Ship,4,1,139,3,low,F,1,5502
10911,A,Ship,5,5,264,8,high,F,10,5759
7298,F,Ship,5,5,104,4,high,F,9,5652
7937,C,Road,4,3,153,4,low,M,4,5161
9191,C,Flight,4,4,264,5,low,M,3,1782
3380,F,Ship,2,2,162,3,high,M,10,4489
8475,A,Road,4,5,199,3,low,M,2,4462
8152,B,Ship,4,3,163,3,low,F,10,5002
4100,F,Road,3,1,187,3,medium,F,1,5541
4178,F,Ship,4,5,149,3,low,M,9,4953
1028,F,Ship,3,1,146,3,medium,M,16,1714
3603,A,Ship,3,2,149,3,medium,F,7,4049
10098,F,Ship,4,4,224,4,medium,F,2,4503
5376,F,Ship,3,5,271,4,low,M,3,5831
10858,B,Ship,3,4,231,6,medium,F,3,5910
7071,A,Ship,4,3,248,6,medium,M,5,4212
4996,B,Ship,4,4,275,3,low,M,10,5674
7248,F,Road,3,2,185,4,low,F,8,5545
10217,C,Ship,5,1,271,5,low,F,4,1557
1529,C,Ship,4,5,146,4,low,F,25,1606
9466,B,Flight,5,1,207,3,low,F,1,4112
7837,D,Ship,3,4,232,2,low,F,8,5629
5811,A,Ship,6,4,197,5,medium,M,4,5889
4716,F,Ship,3,3,204,4,high,M,9,4712
4559,C,Ship,5,1,252,4,medium,M,4,1837
5575,D,Ship,5,2,243,3,low,F,8,4133
7971,A,Ship,3,1,142,4,medium,M,7,4780
5296,B,Ship,3,4,169,3,low,F,4,5716
6903,A,Ship,5,2,254,5,high,M,6,1491
9458,F,Flight,4,4,260,5,low,F,5,1178
9696,F,Ship,6,3,245,4,medium,M,3,1772
8131,D,Ship,5,4,176,3,medium,M,10,5456
10752,F,Ship,5,5,244,6,low,F,1,1222
5434,B,Ship,3,5,212,4,low,F,9,5791
7441,D,Ship,5,1,207,2,high,M,3,4083
2686,B,Ship,4,3,271,4,low,F,24,3499
6293,C,Road,6,1,246,4,medium,M,4,1504
5770,B,Flight,6,5,244,4,medium,F,4,1648
6398,F,Ship,4,3,250,3,high,F,4,5272
9988,B,Road,3,5,244,5,medium,F,10,4163
624,F,Ship,4,1,165,3,medium,M,51,1293
9622,B,Ship,3,2,158,2,medium,F,8,5907
9833,C,Ship,6,5,217,4,low,F,2,4073
105,A,Ship,3,3,218,3,low,M,3,2255
1391,C,Ship,4,5,186,3,low,F,16,2693
5191,D,Road,4,4,231,2,low,F,4,5825
999,A,Ship,3,3,141,2,medium,F,48,1758
1490,F,Road,3,1,268,3,medium,M,3,3040
5629,D,Flight,5,4,135,2,low,M,5,5834
6065,C,Ship,3,1,196,2,low,M,10,4141
8333,C,Road,6,3,246,4,medium,F,8,1741
3492,F,Ship,4,2,223,3,medium,M,3,5121
2119,D,Ship,3,2,232,2,low,F,58,2054
1173,A,Ship,5,2,158,3,medium,M,16,1499
5276,F,Ship,6,2,281,2,medium,F,9,1715
4729,D,Ship,4,3,180,3,medium,M,5,4038
6741,A,Ship,6,3,210,4,medium,M,9,5440
5315,C,Ship,3,5,181,4,high,F,1,4971
6157,D,Road,3,4,273,4,medium,M,4,5361
5800,B,Ship,4,3,175,3,low,F,2,5208
59,C,Ship,5,5,141,3,high,M,41,1367
5372,F,Ship,4,2,257,2,low,M,7,5325
9132,F,Ship,6,3,256,4,low,F,9,1212
10379,C,Ship,4,4,245,3,medium,F,7,4480
4750,B,Ship,5,5,232,3,low,F,5,5338
7573,D,Ship,3,5,194,3,low,M,6,4295
3806,F,Ship,2,1,203,4,medium,F,4,4145
1205,C,Ship,5,2,198,5,low,M,65,1994
3902,F,Ship,5,5,192,3,medium,M,5,4942
9970,B,Ship,3,2,198,5,medium,F,6,5443
1210,B,Road,5,1,238,3,low,M,32,3832
3639,A,Ship,3,5,146,5,high,F,7,4538
7752,F,Ship,4,1,245,5,medium,M,1,1472
442,B,Ship,5,3,190,3,high,M,45,2628
5718,F,Ship,4,4,212,2,medium,M,5,4774
5148,F,Ship,3,4,106,6,medium,F,7,4621
2879,C,Flight,3,2,224,3,medium,M,63,2085
622,B,Ship,4,1,138,2,low,M,28,1528
4034,F,Ship,3,5,169,3,low,F,6,5397
8361,A,Flight,6,2,243,4,high,M,2,1665
6481,D,Ship,5,4,222,3,medium,F,10,4663
312,F,Ship,3,2,154,3,low,F,56,1136
10371,A,Ship,4,1,259,3,low,M,9,5148
7461,A,Ship,7,2,289,4,low,M,5,1918
4774,B,Road,6,3,274,6,medium,F,1,4632
8621,C,Road,4,2,246,5,low,F,10,1720
915,A,Ship,3,1,255,2,medium,M,42,3459
5708,F,Ship,4,4,149,2,medium,F,9,4605
7738,B,Ship,5,2,232,6,medium,F,3,1540
3679,D,Road,3,3,158,3,low,F,2,5205
1717,D,Ship,6,1,222,5,medium,M,26,3137
194,F,Ship,2,2,158,3,low,M,28,1968
847,D,Ship,4,4,140,3,medium,M,11,1911
4060,B,Ship,4,3,261,3,medium,M,1,4590
5587,D,Ship,5,2,274,4,medium,F,7,4929
10054,B,Ship,3,4,270,3,medium,F,10,5417
6928,B,Ship,6,4,283,4,low,F,8,1480
6638,F,Ship,3,4,153,4,low,M,5,5604
6433,D,Road,3,4,194,2,medium,M,7,5553
2277,A,Ship,3,4,209,2,low,M,62,2935
4591,D,Ship,5,3,210,3,high,F,4,4819
8948,F,Ship,4,4,220,3,low,F,4,5622
8655,A,Ship,7,5,301,4,low,F,7,1727
4428,F,Ship,4,1,234,3,high,M,10,4375
2771,C,Ship,4,4,132,4,medium,F,44,1692
9088,B,Ship,3,3,250,3,low,M,9,4993
7591,D,Ship,4,2,274,3,medium,F,7,4477
353,C,Ship,2,2,267,3,medium,M,15,2481
7242,F,Road,4,5,129,5,medium,M,7,5554
4968,F,Ship,3,1,268,3,low,M,2,4746
6437,C,Flight,2,1,173,2,high,M,1,4135
257,C,Road,2,2,127,3,low,M,13,1128
10447,D,Ship,4,5,248,5,low,F,6,1754
3852,F,Flight,2,3,263,3,medium,F,10,4779
2705,C,Ship,3,3,257,3,low,M,64,3103
1390,B,Ship,5,3,167,3,low,F,51,1573
3176,F,Ship,2,3,134,3,low,M,6,4444
7017,A,Ship,6,1,103,4,low,M,2,5089
4224,F,Road,5,4,229,2,medium,F,10,5001
3310,B,Ship,4,3,271,3,medium,M,1,4137
2415,A,Ship,6,3,175,5,medium,F,64,1860
1359,A,Road,4,1,241,3,medium,F,61,3812
6285,A,Road,5,2,249,5,medium,M,6,1298
6562,B,Road,6,2,161,4,low,F,9,1377
6034,B,Flight,5,3,260,5,medium,M,8,1001
1917,A,Flight,2,5,189,2,low,M,38,3708
9962,F,Ship,5,4,256,5,low,M,2,1723
9060,F,Ship,3,2,199,3,medium,F,10,5768
5210,F,Flight,4,5,263,3,medium,F,6,5445
9641,C,Ship,4,3,231,3,medium,M,8,4991
